#group,false,false,false,false,false
#datatype,double,double,double,string,dateTime:RFC3339
#default,,,,,
,Humidity,Light,Temperature,location,time
,48.9,13.46,33.4,Bologna,2025-06-29T14:05:56.55487834Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:05:57.688656446Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:05:58.858053659Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:05:59.945525914Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:01.06552771Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:02.135759776Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:02.975970359Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:03.245315083Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:05.116395822Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:05.11671008Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:06.234987393Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:06.236229337Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:07.354937503Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:07.355183928Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:08.505914058Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:08.506812955Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:09.601786418Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:09.602102294Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:10.722596944Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:10.723086664Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:11.827928483Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:11.827931797Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:13.653103631Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:13.654460587Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:14.842906558Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:14.84329263Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:15.946188023Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:15.946191448Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:17.102992754Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:17.104617648Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:18.215778121Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:18.216265152Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:19.325034482Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:19.325279037Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:20.455692554Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:20.455993426Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:21.572981925Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:21.573457545Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:22.714898238Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:22.715195405Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:23.856225704Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:23.856927433Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:24.955038055Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:25.486085219Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:26.025208942Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:26.584729009Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:27.104573349Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:27.665224955Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:28.992583604Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:28.993788227Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:30.104624091Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:30.106296997Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:31.256243105Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:31.259377106Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:32.433100553Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:32.434815627Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:33.555789839Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:33.556761686Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:34.654884227Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:34.654991194Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:35.766315885Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:36.535094598Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:36.875174947Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:37.615344527Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:37.946376481Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:39.120730469Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:39.12161828Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:40.231235935Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:40.232115516Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:41.345834943Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:41.346618075Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:42.455418995Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:42.455496012Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:43.564705523Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:43.565084751Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:44.694948204Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:44.695208023Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:45.804326363Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:46.915105033Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:47.992034605Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:49.084836515Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:50.235958993Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:51.352980623Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:52.331300903Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:52.424814134Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:53.444288744Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:53.829060078Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:54.523539101Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:54.93308638Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:55.624969312Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:56.010439285Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:56.722882169Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:57.401699508Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:57.799435233Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:58.505347886Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:06:59.614727511Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:00.715022455Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:01.164770334Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:01.815138581Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:02.244947925Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:03.89535794Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:03.895666986Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:05.063251482Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:05.063298144Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:06.154420249Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:06.155645493Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:07.272802637Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:07.272909681Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:08.413515252Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:08.414334864Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:09.495134691Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:09.495490756Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:10.583115187Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:10.583642788Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:12.05197364Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:12.052283793Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:13.154557461Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:13.155276827Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:14.234538133Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:14.235387808Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:15.363172349Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:15.363325474Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:16.482558649Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:16.487422446Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:17.584639624Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:17.586342879Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:18.722976467Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:18.723034851Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:19.885852252Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:19.886201096Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:20.984617331Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:20.984815812Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:22.296361819Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:22.296592241Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:23.483706691Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:23.4843318Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:24.582630586Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:24.583102146Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:25.69472443Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:25.694749849Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:27.055115149Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:27.055362456Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:28.164820409Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:28.16493953Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:29.282733581Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:29.282737401Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:30.374666451Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:30.376605014Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:31.484533883Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:31.485034333Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:32.5631862Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:32.563615176Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:33.629635747Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:33.63217057Z
,48.7,14.46,33.4,Bologna,2025-06-29T14:07:34.724541373Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:34.725491837Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:35.805040972Z
,48.7,14.45,33.4,Bologna,2025-06-29T14:07:35.821094472Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:36.870746427Z
,48.7,14.45,33.4,Bologna,2025-06-29T14:07:36.943310033Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:37.941336081Z
,48.7,14.45,33.4,Bologna,2025-06-29T14:07:38.076960334Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:39.085962449Z
,48.8,14.43,33.4,Bologna,2025-06-29T14:07:39.313275536Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:40.185995391Z
,48.8,14.43,33.4,Bologna,2025-06-29T14:07:40.539959898Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:41.305304783Z
,48.7,14.42,33.4,Bologna,2025-06-29T14:07:42.001894833Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:42.69682606Z
,48.7,14.42,33.4,Bologna,2025-06-29T14:07:43.125052331Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:43.795496504Z
,48.8,14.37,33.4,Bologna,2025-06-29T14:07:44.515933129Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:44.874701082Z
,48.8,14.38,33.4,Bologna,2025-06-29T14:07:45.734628681Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:45.985276396Z
,48.8,14.38,33.4,Bologna,2025-06-29T14:07:46.924990614Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:47.053109267Z
,48.8,14.38,33.4,Bologna,2025-06-29T14:07:48.163192301Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:48.163260565Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:49.265068265Z
,48.7,14.38,33.4,Bologna,2025-06-29T14:07:49.344842937Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:50.664883116Z
,48.7,14.38,33.4,Bologna,2025-06-29T14:07:50.665813949Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:51.816146415Z
,48.8,14.35,33.4,Bologna,2025-06-29T14:07:51.904283902Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:52.955174134Z
,48.8,14.35,33.4,Bologna,2025-06-29T14:07:53.03502093Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:54.107609992Z
,48.8,14.39,33.4,Bologna,2025-06-29T14:07:54.275026008Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:55.214659955Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:56.295717556Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:57.713563036Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:58.824566199Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:07:59.897057227Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:00.995211102Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:00.995801373Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:02.113200802Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:02.113722129Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:03.23502039Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:03.235111654Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:04.396336302Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:04.396425956Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:05.523000305Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:05.523225013Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:06.674802576Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:06.674831306Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:07.835999172Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:07.837745375Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:08.955094818Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:08.955380961Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:10.063736917Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:10.06786017Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:11.177625543Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:11.180523921Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:12.281623728Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:12.282182885Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:13.503096114Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:13.507512468Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:14.645752277Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:14.646294906Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:15.725158744Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:15.725552909Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:16.825013444Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:16.825467543Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:17.912704509Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:17.913268114Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:18.97751006Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:18.979981221Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:20.105811203Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:20.108095788Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:21.212708701Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:21.212813311Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:22.325424463Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:22.32618103Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:23.484946213Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:23.484948775Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:24.553944879Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:24.566476613Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:25.617143361Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:25.634901793Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:26.715049587Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:26.715599626Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:28.136148986Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:28.136201362Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:29.214999751Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:29.23123993Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:30.366661291Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:30.369308207Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:31.444744878Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:31.52591414Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:32.554625533Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:32.605222563Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:33.705513392Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:33.705552507Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:34.863880057Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:34.864269038Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:35.959767449Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:35.969978616Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:37.055420799Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:37.055926503Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:38.153075532Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:38.153208377Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:40.184665866Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:41.288770861Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:42.616211847Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:43.725385945Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:44.83437151Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:46.006924671Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:47.085038274Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:48.165450818Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:49.274316615Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:50.426128915Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:51.515928138Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:52.846964101Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:55.05568956Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:56.486421632Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:57.594330979Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:58.807017905Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:08:59.905299788Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:00.984786097Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:02.306713609Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:03.455713734Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:05.079386293Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:06.185612237Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:07.349738095Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:08.855511331Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:10.570377129Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:11.654815967Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:12.745362657Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:13.844847255Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:14.945281386Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:16.446421884Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:17.825240601Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:19.445443924Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:20.575535137Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:21.684554558Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:22.81564286Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:23.881506925Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:24.984232072Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:26.086419911Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:27.236168022Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:28.46598948Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:29.576779685Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:30.725733661Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:31.845421381Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:32.944938765Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:34.075083054Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:35.206412552Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:36.316852402Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:37.405756366Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:38.484645217Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:39.584333978Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:40.706222211Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:41.78682765Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:42.977067785Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:44.08537247Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:45.235772253Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:46.355101002Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:47.699317771Z
,48.9,13.46,33.4,Bologna,2025-06-29T14:09:48.805591039Z
